Afinidad electrÃ³nica,Potencial de IonizaciÃ³n,Electronegatividad,Potencial QuÃ­mico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Intestinal absorption (human),Skin Permeability,P-glycoprotein substrate,P-glycoprotein I inhibitor,P-glycoprotein II inhibitor,VDss (human),Fraction unbound (human),BBB permeability,CNS permeability,CYP2D6 substrate,CYP3A4 substrate,CYP1A2 inhibitior,CYP2C19 inhibitior,CYP2C9 inhibitior,CYP2D6 inhibitior,CYP3A4 inhibitior,Total Clearance,Renal OCT2 substrate,AMES toxicity,Max. tolerated dose (human),hERG I inhibitor,hERG II inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,<i>T.Pyriformis</i> toxicity,Minnow toxicity,Volume,GPCR Ligand,Ion channel modulator,Kinase inhibitor,Nuclear receptor ligand,Protease inhibidor,Enzyme inhibidor
1.7400,6.2000,3.9700,-3.9700,1.7600,4.4700,0.2237,-6.2000,-1.7400,5.7900,1.8200,7.6100,#VALOR!,826.1140,4.9363,5.0000,10.0000,3.0000,349.0590,-4.5900,0.7750,59.1060,-2.7370,Yes,Yes,Yes,-0.7760,0.0000,-0.9900,-2.6400,Yes,No,Yes,No,No,No,No,0.2310,No,No,-1.2000,No,No,3.9990,2.7030,Yes,No,0.2850,5.2880,863.6000,-1.7300,-3.0000,-2.8600,-2.9700,-0.9200,-2.1900
1.7600,6.0400,3.9000,-3.9000,1.7800,4.2800,0.2336,-6.0400,-1.7600,5.7800,1.8700,7.6500,#VALOR!,826.1140,4.8884,6.0000,10.0000,2.0000,349.2690,-4.6060,0.8000,58.8000,-2.7370,Yes,Yes,Yes,-0.7220,0.0000,-1.0210,-2.7550,No,Yes,No,No,No,No,Yes,0.4480,No,No,-1.0900,No,No,3.9940,2.5520,Yes,No,0.2850,4.8560,864.3000,-1.7500,-2.9600,-2.9000,-2.9200,-0.9600,-2.2400
1.3800,6.2200,3.8000,-3.8000,1.5000,4.8400,0.2066,-6.2200,-1.3800,5.1900,1.3900,6.5800,#VALOR!,882.2220,6.3047,7.0000,10.0000,2.0000,374.7290,-4.5960,0.7760,61.5330,-2.7310,Yes,Yes,Yes,-0.7040,0.0000,-1.0610,-2.4700,No,Yes,No,No,No,No,Yes,0.3630,No,No,-1.1850,No,No,3.9830,3.0790,Yes,No,0.2850,4.7290,950.4000,-2.6900,-3.5100,-3.5300,-3.5900,-1.8500,-2.9800
1.6900,6.0800,3.8800,-3.8800,1.7200,4.3900,0.2278,-6.0800,-1.6900,5.6500,1.7600,7.4100,#VALOR!,796.0880,5.6716,5.0000,9.0000,1.0000,338.1100,-4.9440,0.7780,68.1640,-2.7350,Yes,Yes,No,-0.5480,0.0000,-0.9440,-2.5110,No,Yes,No,No,No,No,Yes,0.2820,No,No,-1.2400,No,No,3.8410,2.5550,Yes,No,0.2850,4.1260,841.4000,-1.4600,-2.7400,-2.4800,-2.6900,-0.7900,-1.8900
1.4000,6.1900,3.8000,-3.8000,1.5100,4.7900,0.2088,-6.1900,-1.4000,5.2100,1.4100,6.6200,#VALOR!,828.1300,5.1344,5.0000,10.0000,2.0000,350.2750,-4.6800,0.7440,54.7700,-2.7360,Yes,Yes,Yes,-0.8170,0.0000,-1.0050,-2.5700,No,Yes,No,No,No,No,Yes,0.5050,No,No,-1.0120,No,No,3.9620,2.7360,Yes,No,0.2850,5.1980,877.5000,-3.7700,-3.8800,-3.8900,-3.8800,-3.6700,-3.8100
1.7900,6.1200,3.9600,-3.9600,1.8100,4.3300,0.2309,-6.1200,-1.7900,5.8600,1.9100,7.7700,#VALOR!,814.1030,4.7443,4.0000,10.0000,2.0000,343.9100,-4.1000,0.8270,54.5970,-2.7360,Yes,Yes,Yes,-0.7700,0.0000,-0.9600,-2.4770,No,Yes,No,No,No,No,No,0.4540,No,No,-0.9190,No,No,3.9960,2.9390,Yes,No,0.2850,5.5670,862.5000,-3.7600,-3.8700,-3.8800,-3.8700,-3.6500,-3.8000
1.0123,6.4594,3.7359,-3.7359,1.2811,5.4472,0.1836,-6.4594,-1.0123,4.7705,1.0347,5.8052,#VALOR!,1216.6620,3.7900,15.0000,12.0000,5.0000,278.7800,-2.8920,1.6990,0.0000,-2.7350,Yes,Yes,No,0.0270,0.2680,-0.9210,-2.0910,No,Yes,No,No,No,No,No,0.6470,No,No,0.4290,No,Yes,2.4830,8.6050,Yes,No,0.2850,18.4000,1219.7000,0.1440,0.0190,-0.0990,-0.1460,0.3050,0.0990
-0.8199,6.5013,3.6606,-3.6606,1.1793,5.6815,0.1760,-6.5013,0.8199,4.5440,0.8833,5.4273,#VALOR!,1202.6350,3.6100,15.0000,12.0000,5.0000,278.7800,-2.8920,1.7160,0.0000,-2.7350,Yes,Yes,No,0.0300,0.2680,-0.8750,-2.0680,No,Yes,No,No,No,No,No,0.5550,No,No,0.4300,No,Yes,2.4830,8.9400,Yes,No,0.2850,18.9520,1203.1200,0.1490,0.0190,-0.0780,-0.0930,0.3140,0.1030
0.6400,5.8500,3.2400,-3.2400,1.0100,5.2100,0.1919,-5.8500,-0.6400,3.9700,0.7200,4.6900,#VALOR!,913.1520,0.4023,28.0000,11.0000,10.0000,379.7240,-2.9000,-0.2870,0.0000,-2.7350,Yes,No,No,-0.6500,0.2820,-2.2100,-4.2710,No,Yes,No,No,No,No,No,-0.3950,No,No,0.5300,No,No,2.5360,6.8810,Yes,No,0.2850,9.6670,858.2100,0.2320,0.0620,-0.0990,-0.0110,0.4940,0.2300
0.7700,5.7100,3.2400,-3.2400,1.0600,4.9400,0.2024,-5.7100,-0.7700,4.0500,0.8100,4.8600,#VALOR!,1056.2980,-0.7904,27.0000,13.0000,12.0000,436.7050,-2.8920,-0.3420,0.0000,-2.7350,Yes,No,No,-1.1440,0.3630,-2.4740,-4.9960,No,No,No,No,No,No,No,0.1480,No,No,0.5560,No,No,2.6290,5.1680,Yes,No,0.2850,10.1930,974.8200,0.3890,0.1230,0.0670,-0.0740,0.6850,0.3310
0.6400,6.0700,3.3500,-3.3500,1.0300,5.4300,0.1842,-6.0700,-0.6400,4.0800,0.7300,4.8100,#VALOR!,634.7790,-1.0736,19.0000,8.0000,10.0000,263.7010,-2.9140,-0.4830,0.0000,-2.7350,Yes,No,No,-0.8880,0.5360,-2.1030,-4.4520,No,Yes,No,No,No,No,No,0.0770,No,No,0.3770,No,No,2.4820,3.9560,Yes,No,0.2850,6.7670,603.3200,0.4380,0.1840,-0.0440,-0.2300,0.8220,0.3520
0.7000,6.9200,3.8100,-3.8100,1.1700,6.2200,0.1608,-6.9200,-0.7000,4.6300,0.8200,5.4500,#VALOR!,819.0140,-0.5275,25.0000,10.0000,10.0000,340.9090,-2.9180,-0.3240,0.0000,-2.7350,Yes,No,No,-0.5350,0.3960,-2.1760,-4.4230,No,Yes,No,No,No,No,No,-0.7280,No,No,0.5440,No,No,2.5180,5.2970,Yes,No,0.2850,11.5280,785.0200,0.2800,0.1230,0.0110,-0.0190,0.5480,0.2230
0.7500,6.9800,3.8700,-3.8700,1.2000,6.2300,0.1605,-6.9800,-0.7500,4.7200,0.8600,5.5800,#VALOR!,847.0680,0.1070,25.0000,10.0000,10.0000,353.6390,-2.9120,-0.2950,0.0000,-2.7350,Yes,No,No,-0.6570,0.3570,-2.2080,-4.2200,No,Yes,No,No,No,No,No,-1.0400,No,No,0.5040,No,No,2.5090,5.7080,Yes,No,0.2850,12.2710,818.1900,0.2450,0.0730,-0.0260,0.0580,0.5070,0.1950
0.6600,6.8100,3.7400,-3.7400,1.1300,6.1600,0.1623,-6.8100,-0.6600,4.5200,0.7900,5.3100,#VALOR!,790.0160,0.9908,23.0000,9.0000,9.0000,331.1980,-2.9120,-0.3180,0.0000,-2.7350,Yes,No,No,-0.3920,0.3680,-1.8960,-3.6550,Yes,Yes,No,No,No,No,No,-0.8330,No,No,0.4380,No,No,2.5200,5.4690,Yes,No,0.2850,8.4770,770.0000,0.2640,0.1050,-0.0220,0.0270,0.5200,0.2140
0.7200,5.7500,3.2300,-3.2300,1.0400,5.0500,0.1980,-5.7500,-0.7200,4.0100,0.7800,4.7900,#VALOR!,669.8010,0.9470,18.0000,8.0000,6.0000,277.5760,-2.9230,-0.2080,1.5270,-2.7350,Yes,No,No,-1.3150,0.2380,-1.3190,-3.9050,No,No,No,No,No,No,No,0.2080,No,No,0.5510,No,No,2.4500,4.0190,Yes,No,0.2850,5.1450,605.8700,0.4210,0.1850,-0.1040,0.1010,0.7020,0.3430
0.7100,5.7300,3.2200,-3.2200,1.0300,5.0400,0.1984,-5.7300,-0.7100,4.0100,0.7900,4.8000,#VALOR!,669.8010,0.9470,18.0000,8.0000,6.0000,277.5760,-2.9230,-0.2080,1.5270,-2.7350,Yes,No,No,-1.3150,0.2380,-1.3190,-3.9050,No,No,No,No,No,No,No,0.2080,No,No,0.5510,No,No,2.4500,4.0190,Yes,No,0.2850,5.1450,605.8700,0.4210,0.1850,-0.1040,0.1010,0.7020,0.3430
0.8300,6.3300,3.5800,-3.5800,1.1600,5.5100,0.1815,-6.3300,-0.8300,4.4600,0.8800,5.3400,#VALOR!,843.8920,-2.6003,24.0000,12.0000,11.0000,343.9740,-2.8920,-0.9390,0.0000,-2.7350,Yes,No,No,-0.7690,0.4320,-2.5830,-5.4080,No,No,No,No,No,No,No,-0.2180,No,No,0.4470,No,No,2.4820,5.6340,Yes,No,0.2850,10.4350,750.2100,0.5680,0.2890,0.1850,-0.0950,0.7310,0.4200
0.7400,5.8600,3.3000,-3.3000,1.0600,5.1200,0.1953,-5.8600,-0.7400,4.0900,0.7900,4.8800,#VALOR!,871.9670,-1.6164,25.0000,12.0000,10.0000,355.3040,-2.8920,-0.4240,0.0000,-2.7350,Yes,No,No,-0.9680,0.3190,-1.9390,-5.0300,No,No,No,No,No,No,No,-0.1630,No,No,0.5160,No,No,2.4820,5.7340,Yes,No,0.2850,8.8970,770.9200,0.3650,0.1220,-0.0360,0.0500,0.5670,0.2970
0.8700,6.8600,3.8600,-3.8600,1.2500,5.9900,0.1669,-6.8600,-0.8700,4.8000,0.9400,5.7400,#VALOR!,749.9070,-1.3090,22.0000,10.0000,10.0000,310.5320,-3.0120,-0.4000,0.0000,-2.7350,Yes,No,No,-1.1260,0.4840,-2.0920,-4.6210,No,Yes,No,No,No,No,No,-0.4240,No,No,0.6820,No,No,2.5780,4.0590,Yes,No,0.2850,10.6790,711.4800,0.2840,0.0550,0.0050,-0.0360,0.5890,0.2530
0.6700,6.0500,3.3600,-3.3600,1.0500,5.3900,0.1855,-6.0500,-0.6700,4.1100,0.7500,4.8600,#VALOR!,547.5700,-6.1308,17.0000,10.0000,12.0000,217.4790,-2.8940,-0.7100,0.0000,-2.7350,Yes,No,No,-1.5440,0.7960,-2.5660,-4.8970,No,No,No,No,No,No,No,0.0950,No,No,0.5070,No,No,2.4880,2.8140,No,No,0.2850,8.0280,486.8600,0.5050,0.1660,0.0580,-0.2220,0.8260,0.3920
#VALOR!,#VALOR!,4.0217,-4.0217,2.0744,3.8986,0.2565,#VALOR!,#VALOR!,6.4032,2.3815,8.7847,2.8215,975.2950,6.3769,8.0000,13.0000,6.0000,411.7560,-3.1590,0.3800,63.8190,-2.7350,Yes,Yes,Yes,-1.6520,0.2490,-1.0060,-2.8590,No,Yes,No,No,No,No,No,-0.6790,No,No,-0.0580,No,No,3.7040,1.4900,No,No,0.2850,2.4860,910.0000,0.0000,0.0230,-0.2720,0.3090,0.0710,0.3120
3.3300,5.2900,4.3100,-4.3100,4.7400,1.9600,0.5102,-5.2900,-3.3300,11.7600,7.4500,19.2100,#VALOR!,520.4490,4.2649,1.0000,9.0000,7.0000,214.7530,-4.6340,0.0970,100.0000,-3.1030,Yes,Yes,Yes,0.3620,0.2430,-0.6940,-2.0020,No,Yes,No,No,No,No,No,1.2320,No,No,-0.8920,No,Yes,2.4310,0.8930,No,No,0.2870,1.4140,409.7700,0.0060,-0.0200,0.1020,0.1610,-0.0650,0.2550
3.2800,5.2700,4.2700,-4.2700,4.5900,1.9900,0.5025,-5.2700,-3.2800,11.4400,7.1700,18.6100,#VALOR!,504.4500,5.0810,0.0000,8.0000,6.0000,209.9580,-4.9080,0.0690,100.0000,-3.1880,Yes,Yes,Yes,0.4880,0.2190,-0.5100,-1.6910,No,Yes,No,No,No,No,No,1.0570,No,No,-0.8580,No,Yes,2.4340,0.7480,No,No,0.2880,1.2240,401.5100,-0.0140,-0.0510,0.0840,0.1200,-0.1610,0.2050
2.4300,6.1600,4.3000,-4.3000,2.4700,3.7300,0.2681,-6.1600,-2.4300,7.3300,3.0300,10.3600,#VALOR!,538.4640,5.1340,3.0000,10.0000,6.0000,222.6640,-5.4890,-0.0210,95.0180,-3.0650,Yes,Yes,Yes,0.1980,0.1970,-0.9330,-1.9740,No,Yes,No,No,No,No,No,0.2340,No,No,-0.8950,No,Yes,2.8890,0.6910,No,No,0.3170,1.0290,435.4600,0.1070,0.0340,0.1820,0.3240,-0.0270,0.1560
0.6800,5.9000,3.2900,-3.2900,1.0400,5.2100,0.1919,-5.9000,-0.6800,4.0500,0.7600,4.8100,#VALOR!,578.5260,2.9950,3.0000,12.0000,10.0000,236.9500,-4.8670,0.0710,82.7130,-2.8990,Yes,Yes,Yes,-0.1110,0.2510,-1.2350,-2.5000,No,Yes,No,No,No,No,No,0.5220,No,No,-0.8270,No,Yes,2.4890,1.1740,No,No,0.2970,1.4740,475.6700,0.2520,0.0580,0.0380,0.3340,0.1730,0.2590
0.6800,5.9400,3.3100,-3.3100,1.0400,5.2600,0.1901,-5.9400,-0.6800,4.0700,0.7600,4.8300,#VALOR!,594.5250,2.7006,3.0000,13.0000,11.0000,241.7440,-4.7140,0.0670,80.4950,-2.8350,Yes,Yes,Yes,-0.2350,0.2540,-1.4050,-2.6020,No,Yes,No,No,No,No,No,0.5560,No,No,-0.7870,No,Yes,2.3660,1.1400,No,No,0.2920,1.5810,483.6900,0.2370,0.0540,0.0460,0.3160,0.1690,0.2710
0.6800,5.9400,3.3100,-3.3100,1.0400,5.2600,0.1901,-5.9400,-0.6800,4.0700,0.7600,4.8300,#VALOR!,608.5520,3.0036,4.0000,13.0000,10.0000,248.4290,-4.7870,0.0890,80.9780,-2.8410,Yes,Yes,Yes,-0.1790,0.2460,-1.4080,-2.6180,No,Yes,No,No,No,No,No,0.5580,No,No,-0.8160,No,Yes,2.4010,1.1420,No,No,0.2930,1.4270,501.2200,0.2150,0.0200,0.0250,0.2620,0.1270,0.2250
2.4200,6.1200,4.2700,-4.2700,2.4600,3.7000,0.2703,-6.1200,-2.4200,7.2900,3.0200,10.3100,#VALOR!,538.4640,5.1340,3.0000,10.0000,6.0000,222.6640,-5.4890,-0.0210,95.0180,-3.0650,Yes,Yes,Yes,0.1980,0.1970,-0.9330,-1.9740,No,Yes,No,No,No,No,No,0.2820,No,No,-0.8950,No,Yes,2.8890,0.6910,No,No,0.3170,1.0290,435.4600,0.0940,0.0260,0.1830,0.2290,0.0220,0.1350
2.4600,6.2400,4.3500,-4.3500,2.5000,3.7800,0.2646,-6.2400,-2.4600,7.4200,3.0700,10.4900,#VALOR!,538.4640,5.5537,4.0000,10.0000,5.0000,222.9830,-5.6040,-0.0250,96.9260,-3.0720,Yes,Yes,Yes,0.2630,0.1890,-0.9540,-1.9760,No,Yes,No,No,No,No,Yes,0.3490,No,No,-0.8860,No,Yes,2.9700,0.5890,No,No,0.3210,0.8650,436.4300,0.0270,-0.0700,0.2150,0.2860,-0.0220,0.1750
1.7000,5.4300,3.5600,-3.5600,1.8000,3.7300,0.2681,-5.4300,-1.7000,5.4200,1.8500,7.2700,#VALOR!,756.8960,9.0520,5.0000,10.0000,8.0000,325.1560,-5.0410,0.1530,100.0000,-2.7860,Yes,Yes,Yes,0.6920,0.0700,-0.8240,-1.2530,No,Yes,No,No,No,No,No,0.4320,No,No,-1.1700,No,Yes,2.6830,-0.0670,No,No,0.2850,-0.3820,688.8500,0.1050,0.0640,-0.0210,-0.0200,-0.0640,0.1090
1.8700,6.1100,3.9900,-3.9900,1.8700,4.2400,0.2358,-6.1100,-1.8700,6.0100,2.0300,8.0400,#VALOR!,542.4960,5.0002,3.0000,10.0000,6.0000,226.0960,-5.5220,0.0040,93.8290,-3.0870,Yes,Yes,Yes,0.2150,0.2000,-0.9210,-1.9950,No,Yes,No,No,No,No,No,0.5110,No,No,-0.8990,No,Yes,2.8830,0.7380,No,No,0.3190,0.9480,447.8900,0.1530,-0.1350,-0.1060,0.4270,0.0480,0.1280
1.9800,6.2500,4.1100,-4.1100,1.9800,4.2700,0.2342,-6.2500,-1.9800,6.2900,2.1800,8.4700,#VALOR!,704.6370,2.2000,6.0000,15.0000,9.0000,287.8900,-4.1550,0.2600,76.7100,-2.7620,Yes,Yes,Yes,-0.2590,0.2530,-1.6920,-3.0360,No,Yes,No,No,No,No,No,0.3110,No,No,-0.8170,No,Yes,2.0750,1.1670,No,No,0.2860,1.5660,580.0300,0.1520,-0.0840,-0.0940,0.3910,0.0170,0.3250
2.5200,6.1400,4.3300,-4.3300,2.5900,3.6200,0.2762,-6.1400,-2.5200,7.5600,3.2300,10.7900,#VALOR!,602.4570,1.0133,6.0000,16.0000,9.0000,238.0710,-4.4290,0.0810,68.0060,-2.7660,Yes,Yes,Yes,-0.6320,0.3130,-1.9650,-3.3340,No,Yes,No,No,No,No,No,0.4380,No,No,-0.3550,No,Yes,1.9780,1.1300,No,No,0.2920,1.9820,471.7600,0.0730,-0.1420,-0.0210,0.0370,-0.1090,0.2580
2.4100,5.9400,4.1600,-4.1600,2.4700,3.5000,0.2857,-5.9400,-2.4100,7.2300,3.0800,10.3100,#VALOR!,542.4960,4.3977,3.0000,10.0000,7.0000,225.0130,-2.8920,0.1150,86.5070,-2.7350,Yes,No,Yes,-1.0270,0.4020,-2.0440,-3.6870,No,No,No,No,No,No,No,0.3660,No,No,0.4030,No,Yes,2.4550,2.7310,No,No,0.2850,1.9270,447.5400,0.2810,-0.1000,0.1410,0.5720,0.1540,0.4090
2.2800,6.0600,4.1700,-4.1700,2.3100,3.7800,0.2646,-6.0600,-2.2800,6.9300,2.7600,9.6900,#VALOR!,556.4790,4.4994,3.0000,11.0000,7.0000,229.1740,-2.8920,0.0460,79.8460,-2.7350,Yes,Yes,Yes,-0.9590,0.1670,-1.6560,-3.6170,No,Yes,No,No,No,No,No,-0.1030,No,No,0.4400,No,Yes,2.5190,3.7540,No,No,0.2850,5.4880,449.7200,0.0360,-0.1380,0.1760,0.4890,-0.1120,0.2430
2.3800,6.1000,4.2400,-4.2400,2.4200,3.7200,0.2688,-6.1000,-2.3800,7.1900,2.9500,10.1400,#VALOR!,448.3800,0.4887,3.0000,11.0000,7.0000,179.1070,-2.9030,0.0480,52.7090,-2.7350,Yes,No,No,1.5170,0.1300,-1.4950,-4.1560,No,No,No,No,No,No,No,0.3640,No,No,0.4950,No,No,2.5860,3.0220,No,No,0.2850,4.9540,363.9500,-0.0080,-0.0810,0.0820,0.1710,-0.0620,0.3730
0.3300,6.6000,3.4600,-3.4600,0.9600,6.2700,0.1595,-6.6000,-0.3300,4.0400,0.5700,4.6100,#VALOR!,676.8440,3.0286,3.0000,11.0000,4.0000,282.8440,-4.7270,0.4550,66.2100,-2.7440,Yes,Yes,No,-0.2450,0.2170,-1.2360,-3.1430,No,Yes,No,No,No,No,No,-0.2340,No,No,-2.2430,No,Yes,3.8970,2.2310,No,No,0.2850,0.9260,621.4500,0.1100,0.0860,-0.3430,0.3160,0.2410,0.6360
0.2200,6.4900,3.3500,-3.3500,0.9000,6.2800,0.1592,-6.4900,-0.2200,3.8600,0.5100,4.3700,#VALOR!,366.4280,4.9891,5.0000,6.0000,2.0000,163.3700,-3.7840,0.6280,92.9890,-2.7430,Yes,Yes,Yes,0.3640,0.0000,0.0090,-1.7550,No,Yes,Yes,Yes,Yes,Yes,Yes,0.2520,No,No,0.1030,No,No,2.6200,0.6720,Yes,No,0.3660,1.3190,337.6100,0.0590,-0.1290,0.7240,-0.2650,-0.1710,0.2040
#VALOR!,#VALOR!,3.6991,-3.6991,1.0784,6.3441,0.1576,#VALOR!,#VALOR!,4.4030,0.7038,5.1068,1.9214,480.6860,3.3900,5.0000,6.0000,4.0000,205.0210,-4.7170,0.6430,68.1180,-3.3480,Yes,Yes,No,-0.9180,0.0630,-0.6820,-3.1150,No,Yes,No,No,No,No,No,0.6050,No,No,-1.0710,No,No,2.7770,1.9420,No,No,0.2990,0.7220,481.2300,0.2000,0.0800,0.5700,-0.2800,0.2800,0.4800
#VALOR!,#VALOR!,3.3175,-3.3175,1.1119,4.9489,0.2021,#VALOR!,#VALOR!,4.1919,0.8744,5.0663,3.0006,340.3750,3.1870,3.0000,5.0000,3.0000,145.3170,-3.4280,1.1020,92.9180,-2.7410,Yes,No,No,0.3780,0.0520,-0.7220,-2.3730,No,No,Yes,Yes,Yes,No,Yes,0.2840,No,Yes,-0.2160,Yes,No,2.4320,1.9790,No,No,0.5000,2.2070,304.1700,0.3900,0.0800,0.7500,-0.0400,0.0300,0.7100
#VALOR!,#VALOR!,3.8880,-3.8880,2.0159,3.7492,0.2667,#VALOR!,#VALOR!,6.2102,2.3222,8.5324,3.0299,286.2390,2.2824,1.0000,6.0000,4.0000,117.3130,-3.4200,-0.2090,82.9420,-2.7350,Yes,No,No,0.0530,0.1540,-0.9980,-2.3940,No,No,Yes,No,No,No,No,0.5100,No,Yes,0.4410,Yes,No,2.2910,1.8340,No,No,0.4120,3.0370,232.0700,-0.1800,-0.5300,0.2900,-0.0400,-0.6400,0.0800
#VALOR!,#VALOR!,3.8184,-3.8184,1.6904,4.3127,0.2319,#VALOR!,#VALOR!,5.5596,1.7411,7.3007,2.9177,356.3740,3.3766,3.0000,6.0000,4.0000,150.1650,-3.3980,0.0980,79.4150,-2.7350,Yes,No,No,0.4240,0.0920,-1.0800,-3.0530,No,No,Yes,Yes,No,No,No,0.2090,No,Yes,0.1100,No,Yes,2.1280,1.9110,No,No,0.4170,3.0030,315.6200,0.0900,0.0400,0.6900,0.0000,-0.0500,0.4800
#VALOR!,#VALOR!,4.1918,-4.1918,2.3568,3.7277,0.2683,#VALOR!,#VALOR!,7.0425,2.8507,9.8932,2.8369,286.2390,2.2824,1.0000,6.0000,4.0000,117.3130,-3.0940,0.0960,81.1300,-2.7350,Yes,No,No,1.1530,0.1680,-0.9070,-2.2510,No,No,Yes,No,No,No,Yes,0.4950,No,No,0.4990,Yes,No,2.4550,2.4090,No,No,0.3260,3.1690,232.0700,-0.0200,-0.0700,0.3900,0.2600,-0.2200,0.2800
1.3941,6.3615,3.8778,-3.8778,3.0271,2.4837,0.4026,-6.3615,-1.3941,5.2766,1.3988,6.6753,#VALOR!,212.2480,3.0781,4.0000,2.0000,0.0000,94.4930,-3.4050,1.6860,96.4920,-1.9650,No,No,No,0.1840,0.0700,0.2980,-1.4620,No,Yes,Yes,Yes,No,No,No,0.1980,No,Yes,0.8830,No,No,1.9520,2.3010,No,Yes,1.4210,0.8760,200.2200,-0.1290,-0.0880,-0.1160,0.1850,-0.1910,-0.0650
3.3065,7.6391,5.4728,-5.4728,6.9130,2.1663,0.4616,-7.6391,-3.3065,9.9203,4.4475,14.3677,#VALOR!,226.1480,0.1065,3.0000,6.0000,2.0000,88.1240,-2.5190,-0.0660,72.5840,-2.7830,No,No,No,-0.2360,0.2580,-0.8200,-3.0100,No,No,Yes,No,No,No,No,0.6620,No,Yes,0.7740,No,No,2.8480,3.1340,No,Yes,0.2240,1.6680,173.3900,-0.5550,-0.8960,-0.3510,-0.8750,-0.3120,-0.3570
3.2229,5.9789,4.6009,-4.6009,7.6809,1.3780,0.7257,-5.9789,-3.2229,10.1535,5.5526,15.7061,#VALOR!,378.3440,5.4974,7.0000,7.0000,0.0000,158.7770,-5.8860,0.8270,100.0000,-2.7320,Yes,Yes,Yes,-0.0550,0.0310,-1.0900,-1.8850,No,Yes,Yes,Yes,Yes,No,No,-0.2470,No,Yes,0.0480,No,Yes,2.4130,1.0620,Yes,No,0.3830,-1.9240,318.4200,-0.1620,-0.0860,-0.1040,-0.3540,-0.1350,-0.1070
1.0600,5.6500,3.3600,-3.3600,1.2300,4.5900,0.2179,-5.6500,-1.0600,4.4200,1.0600,5.4800,#VALOR!,371.5240,5.9961,8.0000,2.0000,0.0000,168.6490,-5.9290,1.0650,96.8850,-2.7370,Yes,Yes,Yes,0.8300,0.0930,1.3290,-1.4730,No,Yes,No,Yes,No,Yes,No,0.5560,No,Yes,0.3130,Yes,Yes,2.2850,0.4100,No,No,0.3160,0.6000,376.1300,0.2970,0.0020,-0.0060,0.5730,0.0430,0.3190
1.1500,5.6600,3.4100,-3.4100,1.2900,4.5100,0.2217,-5.6600,-1.1500,4.5600,1.1500,5.7100,#VALOR!,405.6420,6.7162,9.0000,2.0000,0.0000,178.5050,-6.3210,1.3330,93.3030,-3.7400,Yes,Yes,Yes,0.4460,0.0000,0.8840,-2.2730,No,Yes,No,Yes,No,Yes,Yes,0.6650,No,No,-0.7180,Yes,Yes,2.5600,1.9380,Yes,No,0.7560,-0.9630,430.9000,0.3400,0.2420,0.1480,0.4890,0.2340,0.3480
1.0500,5.6600,3.3600,-3.3600,1.2200,4.6200,0.2165,-5.6600,-1.0500,4.4100,1.0500,5.4600,#VALOR!,405.6420,7.0638,9.0000,2.0000,0.0000,178.5050,-6.6570,1.1580,92.7250,-3.2900,Yes,Yes,Yes,0.5300,0.0000,0.8680,-2.2370,No,Yes,No,Yes,No,Yes,No,0.6470,No,No,-0.8640,Yes,Yes,2.5770,2.1940,No,No,0.7630,-1.4330,430.9000,0.1770,0.1250,-0.0010,0.3760,-0.0030,0.2970
1.1600,5.7500,3.4600,-3.4600,1.3000,4.5800,0.2183,-5.7500,-1.1600,4.6200,1.1700,5.7900,#VALOR!,423.6320,7.0118,9.0000,2.0000,0.0000,182.6710,-6.8400,1.1680,91.8030,-3.4900,Yes,Yes,Yes,0.6000,0.0000,0.8700,-2.2470,No,Yes,No,Yes,No,Yes,No,0.5320,No,No,-0.8540,Yes,Yes,2.7430,0.4420,No,No,0.7920,-1.3470,435.8600,0.1740,0.1610,-0.0060,0.4040,0.1190,0.2030
1.0400,5.6800,3.3600,-3.3600,1.2200,4.6400,0.2155,-5.6800,-1.0400,4.4100,1.0500,5.4600,#VALOR!,423.6320,7.3594,9.0000,2.0000,0.0000,182.6710,-6.9150,1.1660,91.5250,-3.0400,Yes,Yes,Yes,0.5760,0.0000,0.8540,-2.2570,No,Yes,No,Yes,No,Yes,No,0.5860,No,No,-0.8450,Yes,Yes,2.8090,0.4850,No,No,0.7400,-1.4530,435.8600,0.1710,0.1210,-0.0010,0.3630,-0.0030,0.2870
1.2000,5.7900,3.5000,-3.5000,1.3300,4.6000,0.2174,-5.7900,-1.2000,4.7000,1.2000,5.9000,#VALOR!,441.6220,7.3090,8.0000,2.0000,0.0000,186.8360,-6.8990,1.1810,90.6720,-3.4100,Yes,Yes,Yes,0.5310,0.0000,0.8290,-2.2390,No,Yes,No,Yes,No,Yes,No,0.3280,No,No,-0.9170,No,Yes,2.8830,-0.3800,No,No,0.7530,-1.3200,440.4700,0.1790,0.1200,-0.0240,0.3320,0.0680,0.2810
