Afinidad electrÃ³nica,Potencial de IonizaciÃ³n,Electronegatividad,Potencial QuÃ­mico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Intestinal absorption (human),Skin Permeability,P-glycoprotein substrate,P-glycoprotein I inhibitor,P-glycoprotein II inhibitor,VDss (human),Fraction unbound (human),BBB permeability,CNS permeability,CYP2D6 substrate,CYP3A4 substrate,CYP1A2 inhibitior,CYP2C19 inhibitior,CYP2C9 inhibitior,CYP2D6 inhibitior,CYP3A4 inhibitior,Total Clearance,Renal OCT2 substrate,AMES toxicity,Max. tolerated dose (human),hERG I inhibitor,hERG II inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,<i>T.Pyriformis</i> toxicity,Minnow toxicity,Volume,GPCR Ligand,Ion channel modulator,Kinase inhibitor,Nuclear receptor ligand,Protease inhibidor,Enzyme inhibidor
-0.1223,7.7219,3.7998,-3.7998,1.8406,3.9221,0.1275,-7.7219,0.1223,4.2308,0.4310,4.6618,#VALOR!,495.9190,7.6978,11.0000,2.0000,0.0000,199.7800,-6.2610,0.9760,92.0890,-2.7350,Yes,Yes,Yes,0.3140,0.1020,1.2600,-1.4310,No,Yes,No,Yes,No,Yes,No,0.1380,No,Yes,0.1400,Yes,Yes,2.6150,0.2670,No,No,0.2880,0.9810,414.7800,-0.0130,-0.0200,-0.0480,0.2640,-0.1480,0.0520
-0.1313,7.6977,3.7832,-3.7832,1.8281,3.9145,0.1277,-7.6977,0.1313,4.2090,0.4259,4.6349,#VALOR!,495.9190,7.6978,9.0000,2.0000,0.0000,199.7800,-6.2440,1.0030,92.1080,-2.7350,Yes,Yes,Yes,0.3770,0.0910,1.1900,-1.3020,No,Yes,No,Yes,No,Yes,No,-0.0270,No,Yes,0.1470,Yes,Yes,2.6140,0.2720,Yes,No,0.2890,1.0770,414.2100,-0.0240,-0.0310,-0.0480,0.2290,-0.0850,0.1100
-0.1830,7.6189,3.7179,-3.7179,1.7718,3.9009,0.1282,-7.6189,0.1830,4.1184,0.4004,4.5188,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.0850,7.7222,3.8186,-3.8186,1.8677,3.9036,0.1281,-7.7222,0.0850,4.2649,0.4464,4.7113,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.1832,7.6189,3.7179,-3.7179,1.7716,3.9010,0.1282,-7.6189,0.1832,4.1182,0.4003,4.5185,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.1203,7.6971,3.7884,-3.7884,1.8359,3.9087,0.1279,-7.6971,0.1203,4.2187,0.4303,4.6490,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1203,7.6970,3.7884,-3.7884,1.8359,3.9087,0.1279,-7.6970,0.1203,4.2187,0.4303,4.6489,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.0986,7.7206,3.8110,-3.8110,1.8574,3.9096,0.1279,-7.7206,0.0986,4.2517,0.4406,4.6923,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1204,7.6969,3.7882,-3.7882,1.8358,3.9086,0.1279,-7.6969,0.1204,4.2185,0.4302,4.6487,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.2164,7.5765,3.6801,-3.6801,1.7378,3.8965,0.1283,-7.5765,0.2164,4.0649,0.3849,4.4498,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1981,7.6054,3.7036,-3.7036,1.7578,3.9017,0.1281,-7.6054,0.1981,4.0973,0.3937,4.4910,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1813,7.6242,3.7215,-3.7215,1.7743,3.9027,0.1281,-7.6242,0.1813,4.1229,0.4014,4.5243,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.2009,7.5892,3.6941,-3.6941,1.7518,3.8951,0.1284,-7.5892,0.2009,4.0857,0.3916,4.4773,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1981,7.6049,3.7034,-3.7034,1.7577,3.9015,0.1282,-7.6049,0.1981,4.0971,0.3937,4.4907,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1981,7.6052,3.7035,-3.7035,1.7577,3.9016,0.1282,-7.6052,0.1981,4.0972,0.3937,4.4909,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.0941,7.7180,3.8119,-3.8119,1.8600,3.9060,0.1280,-7.7180,0.0941,4.2543,0.4423,4.6966,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.1813,7.6243,3.7215,-3.7215,1.7743,3.9028,0.1281,-7.6243,0.1813,4.1229,0.4014,4.5242,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.1864,7.6306,3.7221,-3.7221,1.7723,3.9085,0.1279,-7.6306,0.1864,4.1219,0.3998,4.5217,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.1072,7.7124,3.8026,-3.8026,1.8491,3.9098,0.1279,-7.7124,0.1072,4.2392,0.4366,4.6757,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.1865,7.6308,3.7221,-3.7221,1.7723,3.9087,0.1279,-7.6308,0.1865,4.1219,0.3998,4.5217,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.2115,7.6019,3.6952,-3.6952,1.7476,3.9067,0.1280,-7.6019,0.2115,4.0835,0.3883,4.4718,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.2117,7.6019,3.6951,-3.6951,1.7474,3.9068,0.1280,-7.6019,0.2117,4.0833,0.3882,4.4715,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.0506,7.7774,3.8634,-3.8634,1.9067,3.9140,0.1277,-7.7774,0.0506,4.3277,0.4643,4.7919,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.2117,7.6019,3.6951,-3.6951,1.7475,3.9068,0.1280,-7.6019,0.2117,4.0834,0.3883,4.4716,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.2116,7.6018,3.6951,-3.6951,1.7475,3.9067,0.1280,-7.6018,0.2116,4.0834,0.3883,4.4717,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1260,7.6951,3.7845,-3.7845,1.8313,3.9105,0.1279,-7.6951,0.1260,4.2124,0.4278,4.6402,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1974,7.6118,3.7072,-3.7072,1.7599,3.9046,0.1281,-7.6118,0.1974,4.1016,0.3944,4.4960,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.2212,7.5810,3.6799,-3.6799,1.7356,3.9011,0.1282,-7.5810,0.2212,4.0632,0.3833,4.4465,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1279,7.6951,3.7836,-3.7836,1.8300,3.9115,0.1278,-7.6951,0.1279,4.2107,0.4271,4.6378,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1260,7.6952,3.7846,-3.7846,1.8313,3.9106,0.1279,-7.6952,0.1260,4.2124,0.4279,4.6403,#VALOR!,495.9190,7.6962,11.0000,2.0000,0.0000,199.7800,-6.4240,1.0160,92.1800,-2.7340,Yes,Yes,Yes,0.0900,0.1050,1.2820,-1.5440,No,Yes,No,Yes,No,Yes,No,0.2340,No,Yes,0.2600,No,Yes,2.5710,0.3460,No,No,0.2860,-1.5120,415.1300,0.1300,-0.0740,-0.1190,0.4070,-0.0050,0.1960
-0.1140,7.6985,3.7922,-3.7922,1.8408,3.9062,0.1280,-7.6985,0.1140,4.2252,0.4329,4.6581,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.1973,7.6120,3.7073,-3.7073,1.7600,3.9047,0.1281,-7.6120,0.1973,4.1017,0.3944,4.4961,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.4440,1.0210,92.2490,-2.7340,Yes,Yes,Yes,-0.0200,0.1060,1.2390,-1.4390,No,Yes,No,Yes,No,Yes,No,0.1210,No,Yes,0.2400,Yes,Yes,2.5970,0.3800,No,No,0.2860,-0.8630,414.7800,0.1020,-0.1030,-0.1470,0.3790,0.0570,0.2470
-0.2570,7.4692,3.6061,-3.6061,1.6831,3.8631,0.1294,-7.4692,0.2570,3.9690,0.3629,4.3319,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.3230,1.0260,92.1050,-2.7350,Yes,Yes,Yes,0.3150,0.1000,1.2260,-1.4480,No,Yes,No,Yes,No,Yes,No,0.0800,No,Yes,0.2220,Yes,Yes,2.6100,0.4880,No,No,0.2880,0.5640,414.7800,0.1110,-0.1170,-0.1130,0.4390,0.0640,0.2380
-0.2564,7.4668,3.6052,-3.6052,1.6829,3.8616,0.1295,-7.4668,0.2564,3.9682,0.3630,4.3312,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.3230,1.0260,92.1050,-2.7350,Yes,Yes,Yes,0.3150,0.1000,1.2260,-1.4480,No,Yes,No,Yes,No,Yes,No,0.0800,No,Yes,0.2220,Yes,Yes,2.6100,0.4880,No,No,0.2880,0.5640,414.7800,0.1110,-0.1170,-0.1130,0.4390,0.0640,0.2380
-0.1761,7.5779,3.7009,-3.7009,1.7664,3.8770,0.1290,-7.5779,0.1761,4.1015,0.4006,4.5021,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.3230,1.0260,92.1050,-2.7350,Yes,Yes,Yes,0.3150,0.1000,1.2260,-1.4480,No,Yes,No,Yes,No,Yes,No,0.0800,No,Yes,0.2220,Yes,Yes,2.6100,0.4880,No,No,0.2880,0.5640,414.7800,0.1110,-0.1170,-0.1130,0.4390,0.0640,0.2380
-0.1826,7.5685,3.6930,-3.6930,1.7595,3.8755,0.1290,-7.5685,0.1826,4.0904,0.3975,4.4879,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.3230,1.0260,92.1050,-2.7350,Yes,Yes,Yes,0.3150,0.1000,1.2260,-1.4480,No,Yes,No,Yes,No,Yes,No,0.0800,No,Yes,0.2220,Yes,Yes,2.6100,0.4880,No,No,0.2880,0.5640,414.7800,0.1110,-0.1170,-0.1130,0.4390,0.0640,0.2380
-0.1825,7.5685,3.6930,-3.6930,1.7596,3.8755,0.1290,-7.5685,0.1825,4.0905,0.3975,4.4880,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.3230,1.0260,92.1050,-2.7350,Yes,Yes,Yes,0.3150,0.1000,1.2260,-1.4480,No,Yes,No,Yes,No,Yes,No,0.0800,No,Yes,0.2220,Yes,Yes,2.6100,0.4880,No,No,0.2880,0.5640,414.7800,0.1110,-0.1170,-0.1130,0.4390,0.0640,0.2380
-0.2568,7.4706,3.6069,-3.6069,1.6836,3.8637,0.1294,-7.4706,0.2568,3.9700,0.3631,4.3331,#VALOR!,495.9190,7.6978,10.0000,2.0000,0.0000,199.7800,-6.3230,1.0260,92.1050,-2.7350,Yes,Yes,Yes,0.3150,0.1000,1.2260,-1.4480,No,Yes,No,Yes,No,Yes,No,0.0800,No,Yes,0.2220,Yes,Yes,2.6100,0.4880,No,No,0.2880,0.5640,414.7800,0.1110,-0.1170,-0.1130,0.4390,0.0640,0.2380
-0.0215,7.8209,3.8997,-3.8997,1.9392,3.9212,0.1275,-7.8209,0.0215,4.3792,0.4795,4.8586,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.0202,7.8237,3.9017,-3.9017,1.9408,3.9220,0.1275,-7.8237,0.0202,4.3819,0.4802,4.8621,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.1223,7.7165,3.7971,-3.7971,1.8393,3.9194,0.1276,-7.7165,0.1223,4.2278,0.4307,4.6585,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.0352,7.8076,3.8862,-3.8862,1.9256,3.9214,0.1275,-7.8076,0.0352,4.3589,0.4727,4.8316,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.1205,7.7219,3.8007,-3.8007,1.8419,3.9212,0.1275,-7.7219,0.1205,4.2324,0.4318,4.6642,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.0867,7.7505,3.8319,-3.8319,1.8736,3.9186,0.1276,-7.7505,0.0867,4.2794,0.4475,4.7268,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.0398,7.8044,3.8823,-3.8823,1.9215,3.9221,0.1275,-7.8044,0.0398,4.3529,0.4706,4.8234,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
0.0143,7.8569,3.9356,-3.9356,1.9749,3.9213,0.1275,-7.8569,-0.0143,4.4329,0.4973,4.9302,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.0397,7.8044,3.8824,-3.8824,1.9215,3.9221,0.1275,-7.8044,0.0397,4.3530,0.4706,4.8236,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.1223,7.7166,3.7972,-3.7972,1.8394,3.9194,0.1276,-7.7166,0.1223,4.2279,0.4307,4.6586,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.0352,7.8075,3.8862,-3.8862,1.9256,3.9214,0.1275,-7.8075,0.0352,4.3589,0.4727,4.8316,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.4040,1.0280,91.0490,-2.7340,Yes,Yes,Yes,0.0550,0.1010,1.2270,-1.4790,No,Yes,No,Yes,No,Yes,No,0.0010,No,Yes,0.2510,No,Yes,2.5930,0.1820,No,No,0.2860,-1.4850,419.7300,0.0990,-0.1000,-0.1430,0.3680,0.0560,0.2400
-0.1205,7.7217,3.8006,-3.8006,1.8419,3.9211,0.1275,-7.7217,0.1205,4.2323,0.4317,4.6641,#VALOR!,513.9090,7.9950,9.0000,2.0000,0.0000,203.9450,-6.2950,1.0390,90.9740,-2.7350,Yes,Yes,Yes,0.2790,0.0960,1.1720,-1.3820,No,Yes,No,Yes,No,Yes,No,-0.1640,No,Yes,0.2120,Yes,Yes,2.6340,0.4060,No,No,0.2880,0.5910,419.3800,0.1060,-0.1130,-0.1050,0.4260,0.0580,0.2320
-0.0939,7.7361,3.8211,-3.8211,1.8647,3.9150,0.1277,-7.7361,0.0939,4.2646,0.4435,4.7082,#VALOR!,513.9090,7.9934,10.0000,2.0000,0.0000,203.9450,-6.3370,1.0240,91.0910,-2.7350,Yes,Yes,Yes,-0.3470,0.1120,1.2630,-1.4550,No,Yes,No,Yes,No,No,Yes,0.0240,No,No,0.2840,No,Yes,2.4810,0.4200,Yes,No,0.2850,-3.0970,419.7300,0.0640,-0.1310,-0.1740,0.3450,0.0220,0.2120
