ID,Afinidad electronica,Potencial de ionizacion,Electronegatividad,Potencial quimico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Absorción intestinal (humana),Permeabilidad de la piel,Sustrato de la glicoproteína P,Inhibidor de la P-glicoproteína I ,Inhibidor de la P-glicoproteína II,VDss (humano),Fracción no consolidada (humana),Permeabilidad BBB,Permeabilidad del SNC,Sustrato del CYP2D6,Sustrato del CYP3A4,Inhibidor de CYP1A2,Inhibidor de CYP2C19,Inhibidor de CYP2C9,Inhibidor de CYP2D6,Inhibidor de CYP3A4,Liquidación total,Sustrato renal de OCT2,Toxicidad AMES,Dosis máxima tolerada (humana),Inhibidor de hERG I,Inhibidor de hERG II,Toxicidad aguda oral en ratas (DL50),Toxicidad crónica oral en ratas (LOAEL),Hepatotoxicidad,Sensibilización cutánea,Toxicidad de T. Pyriformis,Toxicidad de los pececillos,Volumen, Ligando GPCR ,Modulador del canal iónico,Inhibidor de quinasa,Ligando del receptor nuclear,Inhibidor de proteasa,Inhibidor de enzima
410,-0.390189854,7.288447463,3.449128805,-3.449128805,1.549296968,3.839318659,0.130231441,-7.288447463,0.390189854,3.753776202,0.304647398,4.0584236,1.504052537,441.949,6.8094,11,2,0,187.283,-6.303,1.006,95.614,-2.734,1,1,1,0.169,0.115,1.325,-1.521,0,1,0,1,0,1,0,0.508,0,1,0.244,1,1,2.547,0.81,0,0,0.288,-0.34,400.25,0.15,-0.097,-0.088,0.512,-0.002,0.205
411,-0.321654718,7.361116041,3.519730662,-3.519730662,1.612504697,3.84138538,0.130161374,-7.361116041,0.321654718,3.852543199,0.332812538,4.185355737,1.431383959,441.949,6.8078,10,2,0,187.283,-6.23,1.022,95.585,-2.735,1,1,1,0.376,0.106,1.277,-1.41,0,1,0,1,0,1,0,0.497,0,1,0.249,1,1,2.553,0.767,0,0,0.29,1.227,400.04,0.173,-0.079,-0.068,0.505,0.007,0.209
412,-0.275302478,7.438348004,3.581522763,-3.581522763,1.66293577,3.856825241,0.129640305,-7.438348004,0.275302478,3.935800306,0.354277543,4.29007785,1.354151996,441.949,6.8078,10,2,0,187.283,-6.23,1.022,95.585,-2.735,1,1,1,0.376,0.106,1.277,-1.41,0,1,0,1,0,1,0,0.497,0,1,0.249,1,1,2.553,0.767,0,0,0.29,1.227,400.04,0.173,-0.079,-0.068,0.505,0.007,0.209
413,-0.236901468,7.476860582,3.619979557,-3.619979557,1.698814652,3.856881025,0.12963843,-7.476860582,0.236901468,3.990914559,0.370935002,4.36184956,1.315639418,441.949,6.8078,10,2,0,187.283,-6.23,1.022,95.585,-2.735,1,1,1,0.376,0.106,1.277,-1.41,0,1,0,1,0,1,0,0.497,0,1,0.249,1,1,2.553,0.767,0,0,0.29,1.227,400.04,0.173,-0.079,-0.068,0.505,0.007,0.209
414,-0.1480692,7.652212132,3.752071466,-3.752071466,1.804811863,3.900140666,0.128200504,-7.652212132,0.1480692,4.16836518,0.416293714,4.584658893,1.140287868,459.939,7.1034,9,2,0,191.449,-6.327,1.034,94.56,-2.734,1,1,1,0.095,0.101,1.239,-1.389,0,1,0,1,0,1,0,0.264,0,1,0.265,0,1,2.567,0.726,0,0,0.287,-0.774,404.43,0.149,-0.066,-0.106,0.43,-0.007,0.278
415,-0.188497474,7.620780013,3.716141269,-3.716141269,1.76837178,3.904638744,0.128052819,-7.620780013,0.188497474,4.114522258,0.398380989,4.512903247,1.171719987,459.939,7.1034,9,2,0,191.449,-6.327,1.034,94.56,-2.734,1,1,1,0.095,0.101,1.239,-1.389,0,1,0,1,0,1,0,0.264,0,1,0.265,0,1,2.567,0.726,0,0,0.287,-0.774,404.43,0.149,-0.066,-0.106,0.43,-0.007,0.278
416,-0.27019214,7.454353867,3.592080864,-3.592080864,1.670395247,3.862273004,0.129457446,-7.454353867,0.27019214,3.949219803,0.35713894,4.306358743,1.338146133,459.939,7.105,10,2,0,191.449,-6.353,1.024,94.444,-2.734,1,1,1,0.23,0.105,1.277,-1.43,0,1,0,1,0,1,0,0.398,0,1,0.242,0,1,2.565,0.622,0,0,0.288,-0.312,404.65,0.14,-0.079,-0.103,0.444,-0.019,0.269
417,-0.207687095,7.520736566,3.656524736,-3.656524736,1.730000027,3.86421183,0.129392492,-7.520736566,0.207687095,4.041288873,0.384764138,4.426053011,1.271763434,459.939,7.105,10,2,0,191.449,-6.353,1.024,94.444,-2.734,1,1,1,0.23,0.105,1.277,-1.43,0,1,0,1,0,1,0,0.398,0,1,0.242,0,1,2.565,0.622,0,0,0.288,-0.312,404.65,0.14,-0.079,-0.103,0.444,-0.019,0.269
418,-0.270113226,7.454332098,3.592109436,-3.592109436,1.670443593,3.862222662,0.129459134,-7.454332098,0.270113226,3.949276144,0.357166708,4.306442851,1.338167902,459.939,7.105,10,2,0,191.449,-6.353,1.024,94.444,-2.734,1,1,1,0.23,0.105,1.277,-1.43,0,1,0,1,0,1,0,0.398,0,1,0.242,0,1,2.565,0.622,0,0,0.288,-0.312,404.65,0.14,-0.079,-0.103,0.444,-0.019,0.269
419,-0.280426423,7.445485607,3.582529592,-3.582529592,1.661230186,3.862956015,0.129434557,-7.445485607,0.280426423,3.935364484,0.352834892,4.288199375,1.347014393,459.939,7.105,10,2,0,191.449,-6.353,1.024,94.444,-2.734,1,1,1,0.23,0.105,1.277,-1.43,0,1,0,1,0,1,0,0.398,0,1,0.242,0,1,2.565,0.622,0,0,0.288,-0.312,404.65,0.14,-0.079,-0.103,0.444,-0.019,0.269
420,-0.207455796,7.522314838,3.657429521,-3.657429521,1.730554674,3.864885317,0.129369945,-7.522314838,0.207455796,4.042380099,0.384950578,4.427330678,1.270185162,459.939,7.105,10,2,0,191.449,-6.353,1.024,94.444,-2.734,1,1,1,0.23,0.105,1.277,-1.43,0,1,0,1,0,1,0,0.398,0,1,0.242,0,1,2.565,0.622,0,0,0.288,-0.312,404.65,0.14,-0.079,-0.103,0.444,-0.019,0.269
421,-0.280518942,7.445420299,3.582450679,-3.582450679,1.661151151,3.862969621,0.129434101,-7.445420299,0.280518942,3.935247693,0.352797014,4.288044707,1.347079701,459.939,7.105,10,2,0,191.449,-6.353,1.024,94.444,-2.734,1,1,1,0.23,0.105,1.277,-1.43,0,1,0,1,0,1,0,0.398,0,1,0.242,0,1,2.565,0.622,0,0,0.288,-0.312,404.65,0.14,-0.079,-0.103,0.444,-0.019,0.269
422,-0.182962635,7.640179163,3.728608264,-3.728608264,1.777101828,3.911570899,0.127825882,-7.640179163,0.182962635,4.130352322,0.401744058,4.53209638,1.152320837,459.939,7.1034,9,2,0,191.449,-6.348,1.004,94.533,-2.734,1,1,1,0.188,0.098,1.239,-1.374,0,1,0,1,0,1,0,0.2,0,1,0.165,1,1,2.599,0.647,0,0,0.288,-0.909,404.43,-0.033,-0.038,-0.06,0.248,-0.189,0.03
423,-0.228523017,7.558079044,3.664778014,-3.664778014,1.724834245,3.893301031,0.128425723,-7.558079044,0.228523017,4.043885881,0.379107867,4.422993748,1.234420956,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
424,-0.121322919,7.670898338,3.77478771,-3.77478771,1.828621363,3.896110628,0.128333112,-7.670898338,0.121322919,4.203029046,0.428241336,4.631270382,1.121601662,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
425,-0.218963582,7.572016826,3.676526622,-3.676526622,1.734935438,3.895490204,0.128353551,-7.572016826,0.218963582,4.060135024,0.383608402,4.443743426,1.220483174,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
426,-0.204587693,7.584735528,3.690073917,-3.690073917,1.748116637,3.894661611,0.128380858,-7.584735528,0.204587693,4.079986297,0.38991238,4.469898677,1.207764472,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
427,-0.126901297,7.664577083,3.768837893,-3.768837893,1.823035164,3.89573919,0.128345347,-7.664577083,0.126901297,4.194421509,0.425583616,4.620005125,1.127922917,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
428,-0.204549597,7.584751855,3.690101129,-3.690101129,1.748147305,3.894650726,0.128381217,-7.584751855,0.204549597,4.08002921,0.389928081,4.469957292,1.207748145,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
429,-0.225951521,7.57174471,3.672896595,-3.672896595,1.730019867,3.898848115,0.128243005,-7.57174471,0.225951521,4.053824178,0.380927584,4.434751762,1.22075529,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
430,-0.149103241,7.660900796,3.755898778,-3.755898778,1.806244345,3.905002019,0.128040907,-7.660900796,0.149103241,4.172318986,0.416420209,4.588739195,1.131599204,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
431,-0.225769203,7.571660354,3.672945576,-3.672945576,1.730125178,3.898714778,0.128247391,-7.571660354,0.225769203,4.053937313,0.380991738,4.434929051,1.220839646,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
432,-0.182121796,7.621914737,3.71989647,-3.71989647,1.77313749,3.902018267,0.128138816,-7.621914737,0.182121796,4.120838009,0.400941538,4.521779547,1.170585263,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
433,-0.155663958,7.6573905,3.750863271,-3.750863271,1.800701039,3.906527229,0.127990916,-7.6573905,0.155663958,4.164448578,0.413585307,4.578033885,1.1351095,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
434,-0.182119075,7.622012699,3.719946812,-3.719946812,1.773163842,3.902065887,0.128137252,-7.622012699,0.182119075,4.120895484,0.400948672,4.521844157,1.170487301,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
435,-0.232289102,7.503315699,3.635513299,-3.635513299,1.708587406,3.867802401,0.129272374,-7.503315699,0.232289102,4.009819356,0.374306057,4.384125413,1.289184301,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
436,-0.187139616,7.558299458,3.685579921,-3.685579921,1.753741683,3.872719537,0.129108239,-7.558299458,0.187139616,4.080621585,0.395041664,4.475663249,1.234200542,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
437,-0.340207587,7.368463173,3.514127793,-3.514127793,1.601974521,3.85433538,0.129724051,-7.368463173,0.340207587,3.84083034,0.326702547,4.167532886,1.424036827,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
438,-0.269005714,7.452870835,3.591932561,-3.591932561,1.67083473,3.860938275,0.1295022,-7.452870835,0.269005714,3.949418295,0.357485734,4.306904029,1.339629165,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
439,-0.34026201,7.368373375,3.514055683,-3.514055683,1.601916127,3.854317692,0.129724646,-7.368373375,0.34026201,3.84073368,0.326677997,4.167411677,1.424126625,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
440,-0.336193876,7.363799105,3.513802615,-3.513802615,1.603483126,3.84999649,0.129870248,-7.363799105,0.336193876,3.841633994,0.32783138,4.169465374,1.428700895,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
441,-0.233916356,7.49391137,3.629997507,-3.629997507,1.705121073,3.863913863,0.129402471,-7.49391137,0.233916356,4.003109059,0.373111552,4.376220611,1.29858863,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
442,-0.183283732,7.54619846,3.681457364,-3.681457364,1.753432893,3.864741096,0.129374772,-7.54619846,0.183283732,4.077254212,0.395796848,4.47305106,1.24630154,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
443,-0.233837442,7.493598437,3.629880497,-3.629880497,1.705097607,3.86371794,0.129409032,-7.493598437,0.233837442,4.003002598,0.373122101,4.376124699,1.298901563,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
444,-0.340351808,7.368471337,3.514059764,-3.514059764,1.601880831,3.854411572,0.129721487,-7.368471337,0.340351808,3.84071216,0.326652396,4.167364556,1.424028663,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
445,-0.269087349,7.452914374,3.591913512,-3.591913512,1.670789925,3.861000861,0.129500101,-7.452914374,0.269087349,3.949371789,0.357458277,4.306830066,1.339585626,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
446,-0.340283779,7.368422356,3.514069288,-3.514069288,1.601913829,3.854353068,0.129723456,-7.368422356,0.340283779,3.840742607,0.326673319,4.167415926,1.424077644,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
447,-0.241775066,7.474223778,3.616224356,-3.616224356,1.694800486,3.857999422,0.129600849,-7.474223778,0.241775066,3.985162592,0.368938236,4.354100828,1.318276222,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
448,-0.230006049,7.490033717,3.630013834,-3.630013834,1.706856549,3.860019883,0.129533012,-7.490033717,0.230006049,4.004365952,0.374352118,4.378718069,1.302466283,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
449,-0.18836958,7.54457937,3.678104895,-3.678104895,1.749456217,3.866474475,0.129316772,-7.54457937,0.18836958,4.071817974,0.393713079,4.465531053,1.24792063,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
450,-0.188459378,7.628709473,3.720125048,-3.720125048,1.770376287,3.908584426,0.127923551,-7.628709473,0.188459378,4.119011864,0.398886817,4.517898681,1.163790527,459.939,7.1034,9,2,0,191.449,-6.348,1.004,94.533,-2.734,1,1,1,0.188,0.098,1.239,-1.374,0,1,0,1,0,1,0,0.2,0,1,0.165,1,1,2.599,0.647,0,0,0.288,-0.909,404.43,-0.033,-0.038,-0.06,0.248,-0.189,0.03
451,-0.158415051,7.637155954,3.739370452,-3.739370452,1.793696878,3.897785502,0.128277967,-7.637155954,0.158415051,4.150605292,0.41123484,4.561840132,1.155344046,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
452,-0.138319284,7.664198842,3.762939779,-3.762939779,1.814762305,3.901259063,0.128163752,-7.664198842,0.138319284,4.183889578,0.420949799,4.604839376,1.128301158,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
453,-0.158453147,7.637038944,3.739292899,-3.739292899,1.793640635,3.897746045,0.128279266,-7.637038944,0.158453147,4.150505339,0.411212441,4.56171778,1.155461056,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
454,-0.223265736,7.570120177,3.673427221,-3.673427221,1.731476883,3.896692957,0.128313933,-7.570120177,0.223265736,4.055277112,0.381849892,4.437127004,1.222379823,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
455,-0.171405868,7.629172071,3.728883101,-3.728883101,1.782505,3.900288969,0.12819563,-7.629172071,0.171405868,4.134482673,0.405599571,4.540082244,1.163327929,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
456,-0.223094303,7.570019494,3.673462596,-3.673462596,1.731570691,3.896556899,0.128318414,-7.570019494,0.223094303,4.055371601,0.381909005,4.437280606,1.222480506,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
457,-0.220315998,7.577834666,3.678759334,-3.678759334,1.73544611,3.899075332,0.128235532,-7.577834666,0.220315998,4.062210194,0.38345086,4.445661054,1.214665334,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
458,-0.160409661,7.645226915,3.742408627,-3.742408627,1.79429598,3.902818288,0.128112549,-7.645226915,0.160409661,4.15335258,0.410943953,4.564296532,1.147273085,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
459,-0.220286065,7.577728541,3.678721238,-3.678721238,1.735440446,3.899007303,0.12823777,-7.577728541,0.220286065,4.062176978,0.38345574,4.445632718,1.214771459,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
460,-0.244871746,7.551482953,3.653305603,-3.653305603,1.711907981,3.898177349,0.128265072,-7.551482953,0.244871746,4.025832952,0.372527348,4.3983603,1.241017047,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
461,-0.152654355,7.649768531,3.748557088,-3.748557088,1.800938048,3.901211443,0.128165317,-7.649768531,0.152654355,4.162868022,0.414310934,4.577178957,1.142731469,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
462,-0.244966987,7.551384991,3.653209002,-3.653209002,1.711818047,3.898175989,0.128265117,-7.551384991,0.244966987,4.025694546,0.372485544,4.39818009,1.241115009,459.939,7.1034,10,2,0,191.449,-6.142,1.033,94.343,-2.735,1,1,1,-0.412,0.116,1.338,-1.473,0,1,0,1,0,0,1,0.343,0,1,0.333,0,1,2.365,1.046,1,0,0.285,-4.64,405,0.12,-0.096,-0.136,0.401,-0.036,0.182
463,-0.191896203,7.540835053,3.674469425,-3.674469425,1.746048726,3.866365628,0.129320413,-7.540835053,0.191896203,4.066579142,0.392109717,4.458688858,1.251664947,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
464,-0.227954294,7.491418788,3.631732247,-3.631732247,1.708620502,3.859686541,0.129544199,-7.491418788,0.227954294,4.006947444,0.375215197,4.38216264,1.301081212,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
465,-0.338046986,7.371260526,3.51660677,-3.51660677,1.604102983,3.854653756,0.129713337,-7.371260526,0.338046986,3.844238087,0.327631317,4.171869404,1.421239474,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
466,-0.229366576,7.50212111,3.636377267,-3.636377267,1.710309861,3.865743843,0.129341214,-7.50212111,0.229366576,4.011716475,0.375339208,4.387055682,1.29037889,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
467,-0.338044264,7.371252362,3.516604049,-3.516604049,1.604102765,3.854648313,0.12971352,-7.371252362,0.338044264,3.844235829,0.32763178,4.171867609,1.421247638,459.939,7.105,11,2,0,191.449,-6.386,1.009,94.455,-2.734,1,1,1,-0.151,0.116,1.349,-1.537,0,1,0,1,0,1,0,0.41,0,1,0.277,0,1,2.488,0.849,0,0,0.286,-2.574,405.21,0.093,-0.127,-0.163,0.422,-0.051,0.167
468,-0.238874309,7.475410204,3.618267947,-3.618267947,1.697093608,3.857142257,0.12962965,-7.475410204,0.238874309,3.988370364,0.370102417,4.358472781,1.317089796,459.939,7.1034,10,2,0,191.449,-6.357,1.023,94.53,-2.734,1,1,1,0.114,0.104,1.277,-1.441,0,1,0,1,0,1,0,0.401,0,1,0.267,0,1,2.561,0.712,0,0,0.287,-0.822,405,0.113,-0.109,-0.138,0.415,-0.045,0.172
